,carat,cut,color,clarity,depth,table,price
0,-1.0479327215196395,3,6,1,0.4568843401512886,0.24763816333970523,6.353
1,0.44932981856016346,4,5,5,0.6915621677028471,-0.652445588184418,9.183
2,-0.16222812034567158,4,4,3,0.061474102102068044,0.6976800391017669,7.983
3,0.5969472520891582,2,3,1,1.012098950541024,-0.2024037124223564,8.371
4,-0.9214034927805012,3,3,4,0.40242087067542764,0.6976800391017669,6.588
5,-0.5629040113529427,4,4,4,-0.1976855095415501,-0.2024037124223564,7.496
6,1.988768768219679,3,2,2,0.27662883665502647,0.6976800391017669,8.979
7,-0.9846681071500702,4,5,5,-1.3321421678406453,-0.652445588184418,6.877
8,-1.0057563119399267,2,5,3,0.7786413270405469,-0.652445588184418,6.554
9,-1.1111973358892084,4,5,5,0.06265712804163083,-0.2024037124223564,6.683
10,-0.3520219634543789,4,6,2,-0.4663553024093487,-0.652445588184418,7.484
11,-1.026844516729783,4,3,3,-0.3066989183901489,-0.652445588184418,6.353
12,-0.5629040113529427,4,4,4,0.1981135981225041,-1.1024874639464797,7.554
13,-0.20440452992538435,2,2,4,0.2898053790113168,-0.2024037124223564,7.671
14,-0.12005171076595877,2,2,2,0.4748132575815324,0.24763816333970523,7.794
15,1.039799552676142,2,1,3,0.743860070923022,0.24763816333970523,8.727
16,-0.18331632513552795,4,6,2,0.23035389135013118,-1.1024874639464797,8.087
17,-1.0057563119399267,4,3,2,0.4186348821790974,-0.2024037124223564,6.23
18,-0.5839922161427991,4,3,4,-0.14573744131355043,-0.652445588184418,7.451
19,-0.7948742640413629,3,3,6,-1.7381414635121708,0.6976800391017669,7.072
20,0.5547708425094454,3,5,1,-0.06303484189537654,2.047805666387952,8.445
21,-0.45746298740366087,4,1,6,0.4144921152646781,-2.002571215470603,7.365
22,1.4826518532631259,0,1,2,-3.5189950629636293,2.4978475421500135,8.976
23,-1.0479327215196395,4,3,7,0.16487370396672027,-1.1024874639464797,6.76
24,0.42824161377030706,0,4,4,2.479360550753501,-0.652445588184418,8.671
25,-0.6050804209326555,4,4,6,-0.21888756994623523,-0.652445588184418,7.911
